 train         node      observed        predicted
     y          303    0.113266E+002    0.121351E+002
     y          511    0.118350E+002    0.122505E+002
     y          302    0.104631E+002    0.113995E+002
     y          299    0.125062E+002    0.123060E+002
     y          299    0.126379E+002    0.127682E+002
     y          302    0.121281E+002    0.119244E+002
     y          302    0.113084E+002    0.119210E+002
     y          506    0.119576E+002    0.113968E+002
     y          297    0.125638E+002    0.127206E+002
     y          511    0.128347E+002    0.126447E+002
     y          297    0.120782E+002    0.115292E+002
     y          507    0.103890E+002    0.111515E+002
     y          511    0.129480E+002    0.129403E+002
     y          302    0.109151E+002    0.111209E+002
     y          252    0.120668E+002    0.122360E+002
     y          303    0.108875E+002    0.121497E+002
     y          303    0.112253E+002    0.121497E+002
     y          252    0.119640E+002    0.122360E+002
     y          511    0.123371E+002    0.114603E+002
     y          297    0.119954E+002    0.116537E+002
     y          511    0.131422E+002    0.129638E+002
     y           60    0.117280E+002    0.116650E+002
     y          252    0.121859E+002    0.121782E+002
     y           72    0.123371E+002    0.127141E+002
     y          511    0.123884E+002    0.123060E+002
     y           25    0.102594E+002    0.102596E+002
     y          511    0.127714E+002    0.127925E+002
     y          150    0.101849E+002    0.105310E+002
     y          303    0.119117E+002    0.120278E+002
     y          303    0.116073E+002    0.113230E+002
     y          511    0.124875E+002    0.123167E+002
     y          252    0.115912E+002    0.118508E+002
     y          511    0.130081E+002    0.127636E+002
     y          511    0.133747E+002    0.123457E+002
     y          299    0.124568E+002    0.121693E+002
     y          510    0.117199E+002    0.123299E+002
     y          303    0.121007E+002    0.117064E+002
     y          511    0.119554E+002    0.123212E+002
     y          303    0.109540E+002    0.122143E+002
     y          511    0.135924E+002    0.124562E+002
     y          299    0.118494E+002    0.113811E+002
     y          303    0.124392E+002    0.120036E+002
     y          511    0.118204E+002    0.121629E+002
     y          150    0.119184E+002    0.111173E+002
     y          303    0.122061E+002    0.114902E+002
     y          511    0.127571E+002    0.129122E+002
     y          303    0.118422E+002    0.113445E+002
     y          247    0.110822E+002    0.114641E+002
     y           46    0.110665E+002    0.109534E+002
     y           46    0.112386E+002    0.109534E+002
     y          303    0.114296E+002    0.117442E+002
     y          511    0.125425E+002    0.122519E+002
     y          511    0.119576E+002    0.122501E+002
     y          299    0.105967E+002    0.115251E+002
     y          511    0.122549E+002    0.121759E+002
     y          303    0.122405E+002    0.116420E+002
     y          299    0.127657E+002    0.125216E+002
     y          299    0.121281E+002    0.119445E+002
     y          297    0.124171E+002    0.124866E+002
     y          299    0.112477E+002    0.119469E+002
     y          506    0.119704E+002    0.117566E+002
     y          303    0.127513E+002    0.126732E+002
     y          302    0.114616E+002    0.116324E+002
     y          150    0.115127E+002    0.113329E+002
     y          299    0.121007E+002    0.120667E+002
     y          303    0.126443E+002    0.132170E+002
     y          511    0.124875E+002    0.125330E+002
     y          511    0.135076E+002    0.129151E+002
     y          511    0.125947E+002    0.126223E+002
     y          303    0.133455E+002    0.124487E+002
     y          511    0.131041E+002    0.126021E+002
     y          511    0.120895E+002    0.114056E+002
     y          303    0.120895E+002    0.117921E+002
     y          511    0.129575E+002    0.126595E+002
     y          302    0.122405E+002    0.119639E+002
     y          303    0.127657E+002    0.123054E+002
     y          511    0.130795E+002    0.130160E+002
     y          511    0.120839E+002    0.124008E+002
     y          511    0.120137E+002    0.124008E+002
     y          511    0.101887E+002    0.121011E+002
     y          511    0.125003E+002    0.123969E+002
     y          302    0.122549E+002    0.121234E+002
     y          297    0.125062E+002    0.123211E+002
     y          299    0.112253E+002    0.122020E+002
     y          511    0.128739E+002    0.124765E+002
     y          252    0.126603E+002    0.125277E+002
     y          510    0.127714E+002    0.119935E+002
     y          302    0.113444E+002    0.114555E+002
     y           72    0.131993E+002    0.130559E+002
     y          511    0.132199E+002    0.124671E+002
     y          511    0.124704E+002    0.122759E+002
     y          298    0.127869E+002    0.127506E+002
     y          511    0.130390E+002    0.122741E+002
     y          302    0.120725E+002    0.118006E+002
     y          247    0.122061E+002    0.120924E+002
     y          303    0.104631E+002    0.117233E+002
     y          511    0.132177E+002    0.127692E+002
     y          511    0.127799E+002    0.128836E+002
     y          150    0.114350E+002    0.108450E+002
     y          150    0.123014E+002    0.121467E+002
     y          246    0.121389E+002    0.120141E+002
     y           46    0.125214E+002    0.130675E+002
     y           46    0.115941E+002    0.119525E+002
     y          302    0.136820E+002    0.136664E+002
     y          511    0.128610E+002    0.124564E+002
     y          511    0.128739E+002    0.125864E+002
     y          511    0.120340E+002    0.123212E+002
     y           62    0.120436E+002    0.120375E+002
     y          252    0.126443E+002    0.124141E+002
     y          303    0.124875E+002    0.116732E+002
     y          303    0.121653E+002    0.121761E+002
     y          511    0.128347E+002    0.121160E+002
     y          303    0.117187E+002    0.123561E+002
     y          303    0.124029E+002    0.123561E+002
     y          510    0.106999E+002    0.112914E+002
     y          511    0.130148E+002    0.125770E+002
     y          302    0.127069E+002    0.123574E+002
     y          297    0.126115E+002    0.125553E+002
     y          299    0.124684E+002    0.126455E+002
     y          302    0.127455E+002    0.122848E+002
     y          299    0.129943E+002    0.117976E+002
     y          299    0.110021E+002    0.117305E+002
     y          303    0.120430E+002    0.120090E+002
     y          299    0.122332E+002    0.121085E+002
     y          245    0.121808E+002    0.116440E+002
     y          245    0.122061E+002    0.115741E+002
     y          511    0.124192E+002    0.124813E+002
     y          299    0.127600E+002    0.120244E+002
     y          303    0.123545E+002    0.117864E+002
     y          511    0.124490E+002    0.128703E+002
     y          297    0.125776E+002    0.123580E+002
     y          511    0.126281E+002    0.126482E+002
     y          302    0.118954E+002    0.118587E+002
     y          511    0.126281E+002    0.128791E+002
     y          297    0.122453E+002    0.120993E+002
     y          511    0.117753E+002    0.118205E+002
     y           29    0.115570E+002    0.112703E+002
     y           29    0.107790E+002    0.112703E+002
     y          511    0.120025E+002    0.123212E+002
     y          511    0.116592E+002    0.122524E+002
     y          511    0.131519E+002    0.124900E+002
     y          303    0.103735E+002    0.114527E+002
     y           60    0.120430E+002    0.116783E+002
     y          511    0.130059E+002    0.123212E+002
     y          511    0.120962E+002    0.123212E+002
     y          298    0.123014E+002    0.122001E+002
     y          150    0.103090E+002    0.110045E+002
     y          303    0.122667E+002    0.126575E+002
     y          146    0.139978E+002    0.135052E+002
     y          298    0.126443E+002    0.128818E+002
     y          511    0.120038E+002    0.123397E+002
     y          511    0.126443E+002    0.125322E+002
     y          299    0.127513E+002    0.122229E+002
     y          299    0.115129E+002    0.117059E+002
     y          146    0.148973E+002    0.142757E+002
     y          297    0.120977E+002    0.122412E+002
     y          511    0.115617E+002    0.126512E+002
     y          303    0.130711E+002    0.123981E+002
     y          511    0.124049E+002    0.121109E+002
     y          511    0.120317E+002    0.119793E+002
     y          511    0.128739E+002    0.128896E+002
     y          506    0.116953E+002    0.117911E+002
     y          245    0.103578E+002    0.112777E+002
     y          302    0.125025E+002    0.121611E+002
     y          297    0.121276E+002    0.123051E+002
     y           72    0.132997E+002    0.129152E+002
     y          298    0.127855E+002    0.127893E+002
     y          298    0.134298E+002    0.129877E+002
